id,name,age,salary,department,is_active,created_at
269,user_269,79,83266.18,Sales,False,2024-08-09 15:49:55.126775
270,user_270,66,50254.43,Sales,True,2025-04-05 15:49:55.126778
271,user_271,75,73565.25,Marketing,True,2025-05-16 15:49:55.126780
272,user_272,69,60980.26,Engineering,True,2024-06-10 15:49:55.126782
273,user_273,29,48427.02,Sales,True,2025-05-19 15:49:55.126784
274,user_274,79,40289.19,Marketing,True,2024-11-06 15:49:55.126786
275,user_275,56,61687.85,Marketing,True,2024-09-02 15:49:55.126788
276,user_276,19,38208.04,Marketing,False,2024-10-02 15:49:55.126791
277,user_277,20,44202.3,Engineering,True,2025-04-02 15:49:55.126793
278,user_278,66,59882.63,HR,True,2024-07-04 15:49:55.126795
279,user_279,54,46391.23,Engineering,False,2025-03-23 15:49:55.126797
280,user_280,66,44075.71,Marketing,False,2025-01-11 15:49:55.126799
281,user_281,73,45380.84,HR,True,2024-09-09 15:49:55.126801
282,user_282,34,39699.45,Sales,True,2025-03-29 15:49:55.126804
283,user_283,76,56741.97,Marketing,True,2025-02-22 15:49:55.126806
284,user_284,66,50543.69,Sales,True,2024-10-01 15:49:55.126808
285,user_285,19,29657.42,Marketing,True,2025-04-22 15:49:55.126810
286,user_286,19,42688.0,Engineering,True,2024-12-27 15:49:55.126812
287,user_287,45,44494.38,Sales,True,2025-02-10 15:49:55.126814
288,user_288,71,44389.34,Engineering,False,2024-12-06 15:49:55.126817
289,user_289,40,58986.38,HR,True,2025-02-21 15:49:55.126819
290,user_290,54,39467.1,Engineering,True,2024-10-29 15:49:55.126821
291,user_291,49,90558.13,Engineering,True,2024-07-07 15:49:55.126823
292,user_292,50,70783.33,Engineering,False,2024-11-18 15:49:55.126825
293,user_293,18,70711.05,Sales,True,2024-10-17 15:49:55.126827
294,user_294,36,34494.52,Engineering,True,2025-05-13 15:49:55.126829
295,user_295,79,19541.35,Sales,True,2025-01-07 15:49:55.126832
296,user_296,19,44913.96,Marketing,False,2024-11-23 15:49:55.126834
297,user_297,70,54402.89,Marketing,False,2025-05-20 15:49:55.126836
298,user_298,61,47570.62,HR,True,2025-01-11 15:49:55.126838
299,user_299,43,42052.65,Marketing,True,2025-01-27 15:49:55.126840
300,user_300,49,23885.18,Marketing,False,2024-09-22 15:49:55.126842
301,user_301,23,39917.88,HR,True,2024-12-30 15:49:55.126844
302,user_302,49,46353.8,Marketing,True,2025-04-29 15:49:55.126846
303,user_303,72,42569.49,HR,True,2025-03-04 15:49:55.126848
304,user_304,21,42484.12,Engineering,True,2025-01-09 15:49:55.126851
305,user_305,72,38025.69,Marketing,True,2024-06-29 15:49:55.126853
306,user_306,28,74822.88,Engineering,True,2024-09-05 15:49:55.126855
307,user_307,73,60626.71,Engineering,False,2025-04-24 15:49:55.126857
308,user_308,76,64340.15,Sales,True,2024-12-10 15:49:55.126859
309,user_309,34,54091.58,Engineering,False,2024-12-16 15:49:55.126861
310,user_310,55,29973.53,HR,True,2025-03-24 15:49:55.126864
311,user_311,41,61076.47,Sales,True,2024-10-27 15:49:55.126866
312,user_312,22,70223.34,Engineering,True,2024-07-20 15:49:55.126868
313,user_313,69,72410.88,Marketing,True,2024-12-27 15:49:55.126870
314,user_314,51,59354.58,Engineering,False,2024-08-27 15:49:55.126873
315,user_315,23,50014.81,Engineering,False,2024-06-29 15:49:55.126875
316,user_316,39,49971.63,Engineering,True,2024-12-19 15:49:55.126877
317,user_317,28,57781.77,Engineering,True,2025-02-08 15:49:55.126879
318,user_318,65,25384.88,Marketing,True,2024-07-04 15:49:55.126881
319,user_319,33,59578.69,Sales,True,2025-01-30 15:49:55.126883
320,user_320,50,42714.72,HR,True,2024-11-11 15:49:55.126885
321,user_321,26,83142.0,HR,True,2025-05-25 15:49:55.126887
322,user_322,77,45492.54,Sales,True,2024-07-13 15:49:55.126889
323,user_323,76,52918.06,Marketing,True,2025-04-18 15:49:55.126891
324,user_324,23,52170.79,Sales,True,2024-10-19 15:49:55.126893
325,user_325,33,39617.94,Marketing,True,2025-05-26 15:49:55.126895
326,user_326,46,56859.53,Sales,False,2024-10-07 15:49:55.126897
327,user_327,20,55131.35,Engineering,False,2024-12-28 15:49:55.126899
328,user_328,37,65342.07,HR,True,2024-07-17 15:49:55.126901
329,user_329,77,60806.71,Engineering,True,2024-06-13 15:49:55.126903
330,user_330,76,52807.21,Marketing,True,2024-07-08 15:49:55.126905
331,user_331,53,37718.3,Engineering,False,2025-05-16 15:49:55.126907
332,user_332,36,38154.27,Engineering,True,2024-07-04 15:49:55.126909
333,user_333,43,74855.16,Marketing,False,2025-03-20 15:49:55.126911
334,user_334,20,51307.2,Marketing,True,2025-01-27 15:49:55.126913
335,user_335,36,81148.39,Marketing,True,2024-12-20 15:49:55.126915
336,user_336,37,37726.12,Engineering,False,2025-03-13 15:49:55.126917
337,user_337,49,82907.16,HR,True,2025-03-12 15:49:55.126919
338,user_338,24,35847.3,HR,True,2025-04-21 15:49:55.126921
339,user_339,69,43424.21,Marketing,True,2025-04-16 15:49:55.126923
340,user_340,58,56632.16,Marketing,True,2024-12-15 15:49:55.126925
341,user_341,50,64963.08,Sales,True,2025-05-15 15:49:55.126927
342,user_342,57,60171.2,Engineering,True,2024-06-17 15:49:55.126929
343,user_343,56,21303.34,Marketing,True,2024-10-03 15:49:55.126931
344,user_344,35,41413.95,Sales,True,2025-02-25 15:49:55.126933
345,user_345,57,32817.15,Engineering,True,2025-04-16 15:49:55.126935
346,user_346,18,29280.31,Engineering,True,2025-05-01 15:49:55.126937
347,user_347,28,49756.52,Marketing,True,2024-10-24 15:49:55.126939
348,user_348,45,18326.42,Sales,True,2024-06-27 15:49:55.126942
349,user_349,74,64998.61,Engineering,True,2025-01-27 15:49:55.126944
350,user_350,42,61171.84,Sales,False,2024-06-09 15:49:55.126946
351,user_351,67,74291.15,HR,True,2024-08-10 15:49:55.126948
352,user_352,40,34000.32,HR,True,2025-01-07 15:49:55.126950
353,user_353,48,35476.34,Sales,True,2024-08-03 15:49:55.126952
354,user_354,47,65782.46,Marketing,True,2025-04-26 15:49:55.126954
355,user_355,59,66916.9,Marketing,True,2024-06-16 15:49:55.126956
356,user_356,52,70229.86,HR,True,2025-01-06 15:49:55.126958
357,user_357,24,67312.44,Engineering,False,2025-04-17 15:49:55.126960
358,user_358,77,53287.18,Sales,True,2025-02-02 15:49:55.126962
359,user_359,33,43099.03,Engineering,True,2024-08-04 15:49:55.126964
360,user_360,43,61024.98,Engineering,True,2024-08-09 15:49:55.126966
361,user_361,65,43372.23,Engineering,False,2024-08-26 15:49:55.126968
362,user_362,74,51579.25,Engineering,True,2025-04-07 15:49:55.126970
363,user_363,69,44273.3,Marketing,True,2024-06-19 15:49:55.126972
364,user_364,77,53999.49,Engineering,False,2025-02-19 15:49:55.126974
365,user_365,66,68631.0,Sales,False,2024-07-30 15:49:55.126976
366,user_366,19,44758.26,Marketing,True,2024-10-18 15:49:55.126979
367,user_367,18,42479.24,Marketing,True,2025-04-08 15:49:55.126981
368,user_368,65,48407.96,Engineering,True,2024-07-26 15:49:55.126983
369,user_369,79,32315.3,HR,True,2025-01-29 15:49:55.126985
370,user_370,29,59961.81,Marketing,True,2024-10-26 15:49:55.126987
371,user_371,22,51747.78,Sales,True,2024-06-18 15:49:55.126989
372,user_372,54,49469.17,HR,True,2024-10-18 15:49:55.126991
373,user_373,49,54929.79,HR,True,2025-01-23 15:49:55.126993
374,user_374,76,27890.72,Engineering,False,2025-02-19 15:49:55.126995
375,user_375,72,71009.79,HR,True,2025-04-04 15:49:55.126997
376,user_376,26,42205.27,Sales,True,2025-02-20 15:49:55.126999
377,user_377,58,44378.65,Sales,True,2025-05-10 15:49:55.127001
378,user_378,52,62975.56,HR,True,2024-07-02 15:49:55.127003
379,user_379,36,59168.5,Marketing,True,2024-12-24 15:49:55.127005
380,user_380,65,79982.94,Sales,True,2024-10-14 15:49:55.127007
381,user_381,33,35522.4,Marketing,False,2025-04-25 15:49:55.127009
382,user_382,20,35935.27,HR,True,2024-08-02 15:49:55.127011
383,user_383,37,32061.96,HR,True,2024-11-19 15:49:55.127013
384,user_384,41,52002.84,HR,True,2024-12-21 15:49:55.127015
385,user_385,71,45941.31,Marketing,True,2024-10-23 15:49:55.127017
386,user_386,73,39570.52,Marketing,False,2024-09-02 15:49:55.127019
387,user_387,50,49014.91,Engineering,True,2024-10-30 15:49:55.127021
388,user_388,41,34517.87,Marketing,True,2024-06-14 15:49:55.127023
389,user_389,69,73189.32,Sales,True,2024-07-09 15:49:55.127025
390,user_390,28,39511.52,HR,True,2025-03-10 15:49:55.127027
391,user_391,66,41432.83,Marketing,True,2024-08-14 15:49:55.127029
392,user_392,25,14196.5,Marketing,True,2024-06-26 15:49:55.127031
393,user_393,53,25317.29,Marketing,True,2025-05-28 15:49:55.127033
394,user_394,55,41179.38,Sales,True,2024-11-25 15:49:55.127035
395,user_395,57,45417.57,Marketing,True,2025-04-28 15:49:55.127037
